width,epoch,epochs,train_loss,train_acc,epoch_time,avg_epoch_time,eta_seconds,forward_time,solve_beta_time,pred_loss_time,backward_time,optimizer_time,profiled_sum_time,other_time,Q_norm,orth_error,theta_norm
250,1,20,0.02713114023208618,0.9205499887466431,0.8953807353973389,0.8953807353973389,17.01223397254944,0.08281064033508301,0.6624383926391602,0.048520803451538086,0.09162759780883789,0.007300376892089844,0.892697811126709,0.002682924270629883,15.811380386352539,4.5479446271201596e-06,
250,2,20,0.02198054827749729,0.9391833543777466,0.8301708698272705,0.8627758026123047,15.529964447021484,0.07053375244140625,0.649726152420044,0.02306365966796875,0.07653188705444336,0.007090091705322266,0.8269455432891846,0.0032253265380859375,15.811378479003906,4.718526724900585e-06,
250,3,20,0.01983026973903179,0.9450333118438721,0.7712810039520264,0.8322775363922119,14.148718118667603,0.07022976875305176,0.6008479595184326,0.02149677276611328,0.07283186912536621,0.0035986900329589844,0.7690050601959229,0.0022759437561035156,15.811387062072754,5.2318091547931544e-06,
250,4,20,0.01835799217224121,0.9504666924476624,0.7484161853790283,0.811312198638916,12.980995178222656,0.06753706932067871,0.5869407653808594,0.020909786224365234,0.06724190711975098,0.003752470016479492,0.7463819980621338,0.0020341873168945312,15.811385154724121,5.105383934278507e-06,
250,5,20,0.017532574012875557,0.9536666870117188,0.6967606544494629,0.7884018898010254,11.82602834701538,0.06737017631530762,0.5300757884979248,0.019261837005615234,0.07428121566772461,0.0034596920013427734,0.694448709487915,0.0023119449615478516,15.811387062072754,5.353577307687374e-06,
250,6,20,0.01686815917491913,0.9549166560173035,0.7469124794006348,0.781486988067627,10.940817832946777,0.06892800331115723,0.5728447437286377,0.02133321762084961,0.07769584655761719,0.003871440887451172,0.7446732521057129,0.002239227294921875,15.811382293701172,5.722793503082357e-06,
250,7,20,0.016360033303499222,0.9559166431427002,0.7777647972106934,0.7809552465166364,10.152418204716273,0.06792211532592773,0.5835525989532471,0.02146434783935547,0.09790825843811035,0.00439453125,0.7752418518066406,0.0025229454040527344,15.811387062072754,5.8931468629452866e-06,
250,8,20,0.016317207366228104,0.9568666815757751,0.7418301105499268,0.7760646045207977,9.312775254249573,0.06916975975036621,0.5773251056671143,0.020502567291259766,0.06795406341552734,0.004611492156982422,0.73956298828125,0.002267122268676758,15.811385154724121,6.17907380728866e-06,
250,9,20,0.015671098604798317,0.9580666422843933,0.7790460586547852,0.7763958772023519,8.540354649225872,0.06732034683227539,0.6122086048126221,0.02180647850036621,0.07232236862182617,0.003045797348022461,0.7767035961151123,0.0023424625396728516,15.81138801574707,6.065177785785636e-06,
250,10,20,0.015296321362257004,0.9584000110626221,0.7560327053070068,0.7743595600128174,7.743595600128174,0.07058310508728027,0.5877523422241211,0.019655704498291016,0.07136201858520508,0.00436854362487793,0.7537217140197754,0.0023109912872314453,15.811384201049805,6.401800419553183e-06,
250,11,20,0.014972316101193428,0.958549976348877,0.720395565032959,0.7694537422873757,6.925083680586382,0.06946420669555664,0.5541317462921143,0.019341468811035156,0.07109403610229492,0.004324197769165039,0.718355655670166,0.0020399093627929688,15.811382293701172,6.5423091655247845e-06,
250,12,20,0.014653557911515236,0.9592166543006897,0.701019287109375,0.7637508710225424,6.110006968180339,0.06817054748535156,0.5336065292358398,0.019556283950805664,0.07347655296325684,0.003670930862426758,0.6984808444976807,0.002538442611694336,15.811383247375488,6.726806532242335e-06,
250,13,20,0.014428701251745224,0.9600833058357239,0.7153334617614746,0.7600264549255371,5.32018518447876,0.07000875473022461,0.5412547588348389,0.02007150650024414,0.07616567611694336,0.005675077438354492,0.7131757736206055,0.0021576881408691406,15.811388969421387,7.2075722528097685e-06,
250,14,20,0.014109681360423565,0.9608833193778992,0.7152957916259766,0.7568314075469971,4.540988445281982,0.06725120544433594,0.5460476875305176,0.020602703094482422,0.07530879974365234,0.004084348678588867,0.7132947444915771,0.002001047134399414,15.811387062072754,7.037331670289859e-06,
250,15,20,0.01390103530138731,0.9615499973297119,0.7743752002716064,0.7580009937286377,3.7900049686431885,0.06549620628356934,0.6047637462615967,0.020962953567504883,0.07605338096618652,0.004644632339477539,0.771920919418335,0.0024542808532714844,15.81138801574707,7.344031928369077e-06,
250,16,20,0.01368506345897913,0.961899995803833,0.7582435607910156,0.7580161541700363,3.0320646166801453,0.07195520401000977,0.5865747928619385,0.022756338119506836,0.06991195678710938,0.004467010498046875,0.7556653022766113,0.002578258514404297,15.811383247375488,7.263072802743409e-06,
250,17,20,0.01349679846316576,0.9627666473388672,0.823235273361206,0.7618525729459875,2.2855577188379623,0.07593750953674316,0.6420290470123291,0.02075791358947754,0.0761568546295166,0.005871295928955078,0.8207526206970215,0.0024826526641845703,15.811388969421387,7.392657607852016e-06,
250,18,20,0.013352387584745884,0.9634333252906799,0.835721492767334,0.7659564018249512,1.5319128036499023,0.07538700103759766,0.6571609973907471,0.021616697311401367,0.0748281478881836,0.0037801265716552734,0.832772970199585,0.0029485225677490234,15.811384201049805,7.190395990619436e-06,
250,19,20,0.013088316656649113,0.9640833139419556,0.757148265838623,0.7654928157204076,0.7654928157204076,0.06804847717285156,0.5880908966064453,0.018284320831298828,0.07453274726867676,0.005373239517211914,0.7543296813964844,0.002818584442138672,15.811389923095703,7.515198831242742e-06,
250,20,20,0.012890778481960297,0.9643499851226807,0.7611935138702393,0.7652778506278992,0.0,0.07011842727661133,0.5928220748901367,0.018978595733642578,0.07172727584838867,0.0052945613861083984,0.7589409351348877,0.0022525787353515625,15.811387062072754,7.577868927910458e-06,
